id,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
1616,462,463,469,471,471,462,464,463,466,461
1617,462,463,469,471,471,462,465,463,466,461
1618,462,463,469,470,471,462,465,463,466,461
1619,462,464,469,470,471,462,465,463,466,461
1620,462,464,469,471,470,461,465,463,466,461
1621,462,464,469,471,470,461,465,463,466,461
1622,462,465,469,470,469,461,465,463,466,462
1623,463,465,469,471,468,461,465,464,466,462
1624,462,466,469,470,467,460,465,464,466,462
1625,462,466,469,471,466,460,465,465,466,462
1626,462,466,469,471,466,460,465,466,465,462
1627,462,467,469,471,465,460,465,466,466,462
1628,463,467,468,471,465,460,465,466,465,462
1629,462,467,468,471,464,460,464,467,466,462
1630,462,467,468,471,463,460,465,467,466,462
1631,462,467,468,471,463,460,464,467,466,462
1632,462,467,468,471,463,460,464,467,466,461
1633,462,467,468,471,463,460,465,467,466,462
1634,462,467,468,471,463,461,464,467,466,462
1635,462,467,468,470,463,460,464,467,466,462
1636,462,467,468,470,463,461,464,467,465,462
1637,462,467,468,471,463,461,464,467,465,462
1638,462,467,468,470,462,461,464,467,465,462
1639,462,467,468,470,463,461,464,467,464,462
1640,463,466,468,470,463,461,464,466,464,462
1641,463,464,468,470,463,460,464,466,464,462
1642,463,463,468,470,462,461,464,465,463,463
1643,463,462,467,470,462,460,465,464,463,463
1644,463,461,468,470,463,461,464,463,463,463
1645,464,461,468,469,462,461,464,462,462,462
1646,464,460,467,470,463,461,465,461,462,462
1647,464,460,468,470,463,460,465,461,462,463
1648,464,459,468,470,462,461,465,460,462,463
1649,464,459,468,470,463,461,465,460,461,463
1650,464,459,468,469,462,461,465,459,461,463
1651,464,458,468,469,463,461,464,459,461,463
1652,464,458,468,469,463,461,465,458,461,463
1653,464,458,467,469,463,461,465,459,461,463
1654,464,458,468,469,463,461,465,458,461,463
1655,464,459,468,470,463,461,464,458,461,463
1656,464,459,467,470,463,461,465,458,461,463
1657,464,458,467,469,463,461,464,458,461,463
1658,463,459,467,469,463,461,465,458,461,464
1659,463,458,467,469,463,461,465,458,461,463
1660,463,458,467,469,463,461,464,458,461,463
1661,463,459,467,469,463,461,464,458,461,463
1662,463,459,466,469,463,461,464,458,461,463
1663,463,458,467,469,463,461,464,458,461,463
1664,464,459,467,469,464,461,464,458,461,463
1665,464,459,466,469,464,461,464,458,461,463
1666,464,459,467,469,464,461,464,458,461,463
1667,464,459,466,469,464,461,464,459,461,463
1668,463,459,467,469,463,461,464,458,461,463
1669,464,459,467,469,463,461,464,458,461,463
1670,464,459,467,469,463,461,463,458,461,463
1671,464,459,466,469,463,461,464,458,461,463
1672,464,459,466,469,464,461,464,459,461,463
1673,464,459,466,469,464,461,464,459,461,462
1674,465,459,467,469,464,461,464,459,461,462
1675,465,459,466,469,464,460,464,458,461,462
1676,465,460,466,469,464,461,464,458,461,462
1677,465,460,466,468,464,461,464,458,461,462
1678,465,459,466,469,464,460,464,458,461,462
1679,465,459,466,469,464,461,464,458,462,462
1680,465,459,465,469,464,460,463,458,461,462
1681,465,460,466,468,464,461,463,459,461,462
1682,465,460,466,468,464,462,463,458,461,462
1683,465,459,466,468,465,462,463,459,461,462
1684,465,459,466,469,465,463,463,459,461,462
1685,465,459,465,469,465,463,463,459,461,462
1686,465,459,466,468,465,464,463,459,461,462
1687,465,459,465,468,465,465,464,459,461,462
1688,465,459,465,468,465,465,464,459,461,462
1689,464,459,466,468,465,465,464,459,461,462
1690,464,459,466,468,465,465,464,459,461,462
1691,464,459,466,468,465,465,464,459,461,462
1692,464,459,466,468,466,466,463,459,461,462
1693,464,460,466,468,466,466,464,459,461,461
1694,464,460,466,468,466,466,464,459,461,461
1695,464,460,466,468,466,466,464,459,461,462
1696,464,459,466,467,466,465,464,459,461,461
1697,463,460,466,467,466,465,464,459,461,461
1698,463,459,466,467,466,465,464,459,461,462
1699,463,460,466,467,466,465,464,459,461,461
1700,463,460,465,467,466,464,463,459,461,462
1701,463,460,465,467,466,463,463,459,461,462
1702,463,460,465,467,466,462,463,459,460,462
1703,463,460,465,468,466,461,464,460,461,462
1704,463,460,465,467,466,460,463,460,461,462
1705,463,460,465,467,466,459,464,460,461,462
1706,463,460,465,467,466,459,463,459,461,462
1707,463,461,465,467,466,458,464,460,461,462
1708,463,461,465,467,467,458,464,460,462,462
1709,463,461,465,468,466,457,463,460,463,462
1710,463,461,465,467,466,457,463,460,463,462
1711,463,461,465,467,466,457,463,460,464,462
1712,463,462,465,467,466,457,463,460,464,463
1713,463,462,465,467,466,457,462,460,465,463
1714,463,462,465,468,465,457,462,461,465,463
1715,463,462,465,467,465,457,461,461,465,463
1716,463,462,465,467,465,457,461,460,465,463
1717,463,462,465,467,465,457,461,461,465,463
1718,463,461,465,467,465,457,460,460,466,463
1719,463,462,465,467,465,457,460,461,465,463
1720,463,461,465,467,465,457,460,461,466,463
1721,463,461,465,467,465,457,459,461,465,463
1722,464,462,466,467,465,457,459,461,465,463
1723,464,461,465,467,465,457,459,461,465,463
1724,464,462,466,467,465,458,459,461,464,463
1725,463,461,465,467,465,457,458,461,464,463
1726,463,461,465,467,465,457,459,461,463,463
1727,463,461,466,467,464,457,458,461,462,463
1728,463,461,466,467,464,457,458,461,461,463
1729,463,461,466,467,464,457,459,462,460,463
1730,464,461,466,467,464,457,458,461,459,463
1731,464,462,466,467,464,457,458,462,459,462
1732,463,461,466,467,464,457,458,461,458,463
1733,463,461,466,467,464,457,458,461,458,462
1734,463,461,466,467,464,458,458,461,457,463
1735,463,461,466,466,464,457,458,461,457,462
1736,463,461,466,467,464,457,458,461,457,463
1737,463,461,466,467,464,458,458,461,457,462
1738,463,461,466,467,464,458,458,461,457,462
1739,464,461,467,467,464,458,458,461,457,463
1740,463,461,466,467,464,458,458,460,457,462
1741,463,461,467,467,464,458,458,460,457,463
1742,463,461,466,467,464,458,458,461,457,463
1743,463,461,467,468,464,458,458,460,457,462
1744,463,460,467,468,464,458,458,460,457,463
1745,463,460,467,468,465,458,458,460,457,463
1746,463,460,467,468,465,458,458,460,456,463
1747,463,461,466,468,465,458,458,460,456,463
1748,463,460,466,469,465,458,458,460,456,463
1749,463,460,466,468,465,458,459,461,456,463
1750,463,460,466,469,466,459,458,460,456,463
1751,463,460,466,469,466,459,459,460,457,463
1752,463,460,466,469,466,459,458,460,456,463
1753,464,460,466,469,466,459,459,461,456,463
1754,463,460,465,469,466,459,459,461,456,463
1755,463,460,466,469,466,459,459,461,456,462
1756,463,460,466,469,466,459,459,460,457,462
1757,463,460,465,469,466,459,459,460,457,462
1758,464,460,466,468,466,459,459,461,457,462
1759,464,460,465,469,466,460,459,460,457,462
1760,463,460,466,468,466,459,460,461,457,462
1761,463,460,465,469,466,460,459,461,457,462
1762,464,460,466,469,466,460,459,461,457,462
1763,464,460,466,468,466,460,459,461,457,462
1764,464,460,466,469,466,460,459,461,457,463
1765,464,460,466,468,466,460,460,461,457,462
1766,464,461,466,469,467,460,460,461,457,463
1767,464,461,466,469,466,460,459,461,458,462
1768,464,460,466,468,466,460,460,461,458,462
1769,464,461,466,468,466,460,459,461,458,462
1770,464,460,466,469,467,460,460,461,458,462
1771,464,461,466,469,467,460,460,460,458,462
1772,464,461,466,469,467,460,459,461,458,462
1773,464,461,466,469,467,460,459,461,458,462
1774,464,461,466,469,467,460,460,460,458,462
1775,463,461,467,469,467,461,460,461,458,462
1776,464,461,466,469,467,460,459,460,458,462
1777,464,461,466,469,467,460,460,460,458,462
1778,463,461,465,469,467,460,459,461,457,461
1779,463,461,466,469,466,460,460,461,457,461
1780,464,461,466,469,466,461,459,461,458,461
1781,464,461,465,469,466,461,460,460,458,461
1782,464,461,465,469,466,460,460,461,458,462
1783,464,461,465,469,466,461,461,461,458,462
1784,464,461,465,469,466,461,461,461,458,462
1785,463,461,465,469,466,461,462,461,458,462
1786,463,462,464,469,466,461,463,461,458,462
1787,464,462,464,468,466,461,463,462,458,462
1788,464,462,464,468,466,461,463,462,459,463
1789,463,462,464,468,466,461,464,462,458,463
1790,463,462,464,468,466,461,464,462,459,463
1791,464,462,464,468,466,461,464,462,459,463
1792,464,462,464,468,466,461,464,462,459,463
1793,463,462,464,468,466,461,464,462,459,463
1794,464,462,463,468,466,461,464,462,459,463
1795,463,462,463,467,467,461,464,462,459,463
1796,464,462,463,467,467,461,464,462,459,463
1797,463,463,463,467,467,461,464,462,459,463
1798,463,462,463,466,467,460,463,462,459,463
1799,463,462,463,466,467,461,463,462,459,463
1800,463,462,463,466,467,461,462,462,459,463
1801,463,462,463,466,467,460,461,462,459,463
1802,463,462,462,466,467,460,460,462,459,463
1803,463,462,462,466,467,460,459,462,459,463
1804,463,462,462,465,467,460,458,462,459,463
1805,463,462,462,465,467,460,458,462,459,462
1806,463,462,462,465,467,460,457,462,459,463
1807,463,462,461,465,467,459,457,462,459,463
1808,463,461,462,465,467,459,456,462,459,462
1809,463,461,461,465,467,459,455,462,460,462
1810,463,461,461,465,467,459,455,462,460,462
1811,463,461,461,464,467,459,454,462,459,462
1812,463,461,461,465,467,459,455,462,459,463
1813,463,461,462,465,467,459,455,462,460,462
1814,463,461,462,465,467,459,454,462,460,462
1815,463,462,462,465,466,459,454,462,460,462
1816,463,462,462,464,466,459,454,462,460,462
1817,463,462,462,464,466,460,454,462,460,462
1818,463,461,462,464,466,460,455,462,460,462
1819,463,461,462,464,466,460,454,462,460,462
1820,463,461,462,464,466,460,454,462,460,462
1821,463,461,462,464,466,460,454,462,460,462
1822,463,462,462,464,466,460,454,462,460,462
1823,463,461,463,464,466,460,454,462,459,462
1824,463,461,462,464,466,460,455,462,460,462
1825,463,461,463,464,466,460,455,462,459,462
1826,462,461,463,464,466,460,454,462,460,462
1827,462,462,463,464,466,460,455,462,460,462
1828,462,462,463,464,466,460,455,462,459,462
1829,462,462,463,465,466,461,455,462,460,462
1830,462,462,463,465,466,461,455,462,460,462
1831,462,462,463,465,466,460,455,462,460,462
1832,462,462,463,465,466,461,455,462,460,462
1833,462,462,464,465,466,461,455,462,460,462
1834,462,462,464,465,466,461,456,462,460,462
1835,462,461,463,465,466,461,456,462,459,462
1836,462,461,463,466,465,461,456,462,459,462
1837,462,461,463,466,465,461,456,462,459,462
1838,462,461,464,466,465,461,456,462,459,462
1839,462,460,464,466,465,461,456,462,459,462
1840,462,461,464,466,465,461,456,462,459,462
1841,462,460,463,466,465,461,456,461,459,462
1842,462,460,463,466,465,461,456,461,459,462
1843,462,460,463,466,465,461,456,461,459,462
1844,462,460,464,466,465,461,455,461,460,462
1845,462,460,463,466,465,461,455,461,460,462
1846,462,460,463,466,465,461,455,461,460,462
1847,462,460,463,466,466,461,456,461,460,462
1848,462,460,463,466,466,462,456,461,459,462
1849,462,460,463,466,466,461,455,461,460,462
1850,462,460,462,466,466,462,455,460,459,462
1851,462,460,463,466,466,462,455,461,459,462
1852,462,460,463,466,466,461,455,460,459,462
1853,462,460,462,466,466,462,456,460,459,462
1854,462,460,462,466,466,462,455,461,459,463
1855,462,460,462,465,466,462,456,461,459,462
1856,462,460,462,466,466,462,455,460,459,462
1857,462,460,462,465,466,462,456,461,459,462
1858,462,460,462,465,465,462,456,461,459,462
1859,462,460,462,465,465,462,456,461,459,462
1860,462,460,462,465,465,462,456,461,459,462
1861,462,460,462,465,466,461,456,462,459,462
1862,462,460,462,465,465,461,456,462,459,462
1863,462,461,462,465,465,461,456,462,459,462
1864,462,461,462,465,465,461,456,462,459,462
1865,462,461,462,465,465,461,457,462,459,462
1866,462,461,462,465,465,461,456,462,459,462
1867,462,461,462,465,465,461,457,462,460,462
1868,462,461,462,465,465,461,457,462,460,461
1869,462,461,462,465,465,460,456,462,460,462
1870,462,462,462,464,465,461,457,462,460,462
1871,462,462,462,464,465,461,457,462,460,462
1872,461,462,462,465,465,461,457,462,460,462
1873,462,461,462,465,465,460,457,463,461,462
1874,462,462,462,464,465,460,457,462,460,462
1875,462,461,462,464,465,460,457,462,461,462
1876,462,462,462,464,465,460,457,462,461,462
1877,462,461,462,464,465,460,458,462,461,462
1878,462,462,462,465,465,460,458,462,461,462
1879,462,461,462,465,465,460,458,462,461,462
1880,462,461,462,464,465,460,458,462,461,462
1881,462,461,462,464,465,460,458,462,461,462
1882,463,461,462,464,465,460,458,462,461,462
1883,463,461,462,464,465,460,458,462,461,462
1884,463,461,462,465,465,460,458,462,461,462
1885,463,461,462,464,465,460,458,462,461,462
1886,463,461,462,464,465,460,457,462,461,461
1887,463,461,462,465,465,460,458,462,461,461
1888,463,461,462,464,465,460,458,462,461,462
1889,463,461,462,465,465,460,458,462,461,462
1890,463,461,462,464,465,460,458,462,460,461
1891,463,461,462,464,465,460,458,462,461,462
1892,463,461,462,464,465,460,458,462,461,462
1893,463,461,462,464,464,460,458,462,460,462
1894,463,461,462,464,464,460,458,461,461,461
1895,463,461,462,464,465,460,458,461,460,461
1896,463,462,462,464,465,460,458,461,461,461
1897,463,461,462,464,464,460,458,461,461,461
1898,463,461,462,464,465,460,458,461,461,461
1899,463,461,462,463,465,460,458,461,461,461
1900,463,461,462,463,465,460,458,461,461,462
1901,463,461,462,463,465,460,458,461,461,462
1902,463,462,462,464,464,460,458,461,461,461
1903,463,461,462,464,464,460,458,461,461,462
1904,463,461,462,464,464,460,458,461,461,461
1905,463,461,462,464,464,459,458,461,461,461
1906,463,461,462,464,464,459,458,461,462,461
1907,463,461,462,464,464,459,458,461,461,462
1908,464,461,462,464,464,459,458,462,461,461
1909,463,461,461,464,464,459,458,461,461,461
1910,463,461,462,464,464,459,458,461,462,461
1911,463,461,461,464,464,459,458,461,461,462
1912,464,462,461,464,464,459,458,461,461,461
1913,463,461,461,464,463,459,458,461,461,462
1914,463,462,461,464,464,459,458,461,461,461
1915,463,462,461,463,464,460,458,461,461,461
1916,463,461,461,463,463,459,458,461,462,461
1917,464,461,461,463,463,459,458,461,461,462
1918,464,461,461,463,464,459,458,461,461,461
1919,463,461,461,463,464,459,458,461,461,461
1920,463,461,461,463,464,460,459,461,461,461
1921,463,461,461,463,464,459,459,462,461,461
1922,463,462,461,463,464,460,458,461,461,461
1923,463,462,461,463,464,460,458,461,461,461
1924,463,462,460,463,464,460,458,462,461,462
1925,463,462,460,463,464,460,458,461,460,461
1926,462,462,460,463,464,460,458,462,461,461
1927,462,462,460,463,463,460,458,462,460,462
1928,462,462,461,462,464,460,458,461,460,461
1929,462,462,460,462,463,460,458,461,460,462
1930,462,462,460,463,464,460,458,462,460,462
1931,462,462,460,462,464,460,458,462,460,462
1932,462,462,460,462,463,460,458,462,460,462
1933,462,462,460,462,463,460,458,461,460,461
1934,462,462,460,461,463,461,458,462,460,462
1935,462,462,459,461,463,460,458,462,460,462
1936,462,462,459,460,463,460,458,462,460,462
1937,462,462,458,460,463,460,458,462,460,462
1938,462,462,458,459,463,460,458,461,460,462
1939,461,462,458,459,463,460,459,461,461,462
1940,462,462,458,458,463,460,458,461,461,462
1941,462,462,457,458,463,460,458,461,460,462
1942,461,462,457,458,463,460,458,461,461,462
1943,461,462,457,458,463,460,458,461,461,462
1944,461,462,457,458,463,460,458,461,461,462
1945,461,462,457,457,463,460,458,461,461,462
1946,461,462,457,457,463,460,458,461,461,463
1947,461,461,456,458,463,460,458,461,461,463
1948,461,462,457,458,463,460,459,461,461,463
1949,461,462,456,458,463,460,459,461,461,463
1950,461,462,456,458,463,460,459,461,462,463
1951,461,462,457,458,463,460,459,461,462,463
1952,461,462,456,458,463,461,459,461,461,463
1953,461,462,457,458,463,461,459,461,461,463
1954,461,462,456,458,463,460,459,461,462,463
1955,461,461,457,458,463,461,459,461,462,463
1956,460,462,456,458,463,460,459,461,462,463
1957,461,462,457,458,463,461,459,461,462,463
1958,461,462,457,458,463,460,459,461,462,463
1959,461,462,456,458,463,461,459,460,462,463
1960,461,461,457,458,463,461,459,461,462,463
1961,461,461,456,458,463,460,459,461,461,462
1962,461,462,457,458,463,461,459,460,461,462
1963,461,461,457,458,463,460,459,460,461,462
1964,461,462,457,458,463,460,459,460,462,461
1965,461,461,457,458,463,461,458,461,462,462
1966,461,461,457,458,463,460,458,461,462,462
1967,461,461,456,459,463,460,458,460,462,462
1968,461,461,457,458,462,460,458,460,462,461
1969,461,462,457,458,462,460,458,460,462,462
1970,462,462,457,458,462,460,458,461,462,462
1971,462,462,456,458,462,460,458,460,462,462
1972,462,462,457,458,462,460,458,461,461,461
1973,462,462,456,459,462,460,458,460,462,462
1974,462,462,457,458,462,460,458,460,462,462
1975,462,462,457,458,462,460,458,460,461,462
1976,462,462,457,458,462,460,458,460,461,462
1977,462,462,457,458,462,460,458,460,462,462
1978,462,461,456,458,462,460,458,460,461,462
1979,462,461,457,458,462,460,459,460,462,461
1980,462,461,457,458,462,460,458,460,462,462
1981,462,461,457,458,462,460,459,460,461,462
1982,462,461,457,458,462,460,458,460,461,462
1983,462,461,457,458,462,460,458,460,461,462
1984,462,461,457,458,462,460,459,460,461,462
1985,462,461,457,459,462,460,458,460,461,462
1986,462,461,457,458,462,460,458,460,461,461
1987,462,461,457,458,462,460,459,460,461,461
